x,y
0.0016476680,-0.8003179233
0.0016496680,-0.8077890278
0.0016516680,-0.8151325731
0.0016536680,-0.8223473995
0.0016556680,-0.8294323677
0.0016576680,-0.8363863590
0.0016596680,-0.8432082751
0.0016616680,-0.8498970389
0.0016636680,-0.8564515940
0.0016656680,-0.8628709056
0.0016676680,-0.8691539598
0.0016696680,-0.8752997645
0.0016716680,-0.8813073492
0.0016736680,-0.8871757653
0.0016756680,-0.8929040861
0.0016776680,-0.8984914070
0.0016796680,-0.9039368456
0.0016816680,-0.9092395422
0.0016836680,-0.9143986592
0.0016856680,-0.9194133822
0.0016876680,-0.9242829191
0.0016896680,-0.9290065010
0.0016916680,-0.9335833820
0.0016936680,-0.9380128394
0.0016956680,-0.9422941736
0.0016976680,-0.9464267087
0.0016996680,-0.9504097921
0.0017016680,-0.9542427947
0.0017036680,-0.9579251114
0.0017056680,-0.9614561605
0.0017076680,-0.9648353846
0.0017096680,-0.9680622500
0.0017116680,-0.9711362471
0.0017136680,-0.9740568906
0.0017156680,-0.9768237191
0.0017176680,-0.9794362960
0.0017196680,-0.9818942084
0.0017216680,-0.9841970684
0.0017236680,-0.9863445122
0.0017256680,-0.9883362008
0.0017276680,-0.9901718197
0.0017296680,-0.9918510790
0.0017316680,-0.9933737135
0.0017336680,-0.9947394827
0.0017356680,-0.9959481711
0.0017376680,-0.9969995877
0.0017396680,-0.9978935665
0.0017416680,-0.9986299663
0.0017436680,-0.9992086709
0.0017456680,-0.9996295889
0.0017476680,-0.9998926538
0.0017496680,-0.9999978240
0.0017516680,-0.9999450830
0.0017536680,-0.9997344390
0.0017556680,-0.9993659254
0.0017576680,-0.9988396003
0.0017596680,-0.9981555469
0.0017616680,-0.9973138732
0.0017636680,-0.9963147120
0.0017656680,-0.9951582212
0.0017676680,-0.9938445834
0.0017696680,-0.9923740059
0.0017716680,-0.9907467212
0.0017736680,-0.9889629860
0.0017756680,-0.9870230821
0.0017776680,-0.9849273158
0.0017796680,-0.9826760181
0.0017816680,-0.9802695445
0.0017836680,-0.9777082749
0.0017856680,-0.9749926139
0.0017876680,-0.9721229902
0.0017896680,-0.9690998570
0.0017916680,-0.9659236917
0.0017936680,-0.9625949959
0.0017956680,-0.9591142952
0.0017976680,-0.9554821392
0.0017996680,-0.9516991015
0.0018016680,-0.9477657795
0.0018036680,-0.9436827942
0.0018056680,-0.9394507906
0.0018076680,-0.9350704367
0.0018096680,-0.9305424244
0.0018116680,-0.9258674687
0.0018136680,-0.9210463077
0.0018156680,-0.9160797029
0.0018176680,-0.9109684384
0.0018196680,-0.9057133215
0.0018216680,-0.9003151820
0.0018236680,-0.8947748722
0.0018256680,-0.8890932671
0.0018276680,-0.8832712639
0.0018296680,-0.8773097819
0.0018316680,-0.8712097625
0.0018336680,-0.8649721690
0.0018356680,-0.8585979864
0.0018376680,-0.8520882212
0.0018396680,-0.8454439014
0.0018416680,-0.8386660762
0.0018436680,-0.8317558159
0.0018456680,-0.8247142117
0.0018476680,-0.8175423756
0.0018496680,-0.8102414400
0.0018516680,-0.8028125580
0.0018536680,-0.7952569025
0.0018556680,-0.7875756668
0.0018576680,-0.7797700637
0.0018596680,-0.7718413259
0.0018616680,-0.7637907054
0.0018636680,-0.7556194735
0.0018656680,-0.7473289205
0.0018676680,-0.7389203557
0.0018696680,-0.7303951067
0.0018716680,-0.7217545199
0.0018736680,-0.7129999596
0.0018756680,-0.7041328084
0.0018776680,-0.6951544665
0.0018796680,-0.6860663516
0.0018816680,-0.6768698990
0.0018836680,-0.6675665606
0.0018856680,-0.6581578058
0.0018876680,-0.6486451203
0.0018896680,-0.6390300062
0.0018916680,-0.6293139818
0.0018936680,-0.6194985814
0.0018956680,-0.6095853551
0.0018976680,-0.5995758681
0.0018996680,-0.5894717012
0.0019016680,-0.5792744498
0.0019036680,-0.5689857243
0.0019056680,-0.5586071494
0.0019076680,-0.5481403639
0.0019096680,-0.5375870207
